human_id,wikidata_id
Epithelial-Mesenchymal Micro-niches Govern Stem Cell Lineage Choices.,Q42776260
Encoding Clinical Data with the Human Phenotype Ontology for Computational Differential Diagnostics,Q93074691
Single-cell reference mapping to construct and extend cell type hierarchies,Q112991212
Finding the Evidence Base Using Citation Networks: Do 300 to 400 US Physicians Die by Suicide Annually?,Q95937499
Gilda: biomedical entity text normalization with machine-learned disambiguation as a service,Q108525107
Advancing computational biology and bioinformatics research through open innovation competitions,Q73476811
WikiProject Clinical Trials snapshot of 2021 query results,Q110219996
Unifying the Identification of Biomedical Entities with the Bioregistry,Q113009731
Q113044292,Q113044292
A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade,Q58547071
Wikidata and the bibliography of life,Q112959127
Molecular identity of human outer radial glia during cortical development,Q27321802
Putting FAIR Evidence into Practice,Q64109507
Corrigendum to “Using single cell analysis for translational studies in immune mediated diseases: Opportunities and challenges” [Mol. Immunol. 103 (2018) 191–199],Q63640420
Extension of Roles in the ChEBI Ontology,Q96909013
Integrating multi-omics data reveals function and therapeutic potential of deubiquitinating enzymes,Q108016409
Single-cell transcriptomics reveals a new dynamical function of transcription factors during embryonic hematopoiesis.,Q52350169
Two distinct interstitial macrophage populations coexist across tissues in specific subtissular niches,Q92370531
Linking Data and Descriptions on Moths Using the Wikimedia Ecosystem,Q108393578
"An Integrative Model of Cellular States, Plasticity, and Genetics for Glioblastoma",Q92055634
"MS_HistoneDB, a manually curated resource for proteomic analysis of human and mouse histones.",Q34549515
Applying a Multi-Level Modeling Theory to Assess Taxonomic Hierarchies in Wikidata,Q27037396
iPPI-DB: a manually curated and interactive database of small non-peptide inhibitors of protein-protein interactions.,Q38108039
Gene regulatory network reconstruction using single-cell RNA sequencing of barcoded genotypes in diverse environments,Q92962746
"OK Google, What Is Your Ontology? Or: Exploring Freebase Classification to Understand Google's Knowledge Graph",Q113181051
The Lay of the Land: Data Visualizations of the Language Data and Domains of Wikidata,Q113181609
cncRNAdb: a manually curated resource of experimentally supported RNAs with both protein-coding and noncoding function,Q100429875
A comprehensive manually curated reaction map of RANKL/RANK-signaling pathway,Q24599024
What is a cell type and how to define it?,Q113222973
CRlncRNA: a manually curated database of cancer-related long non-coding RNAs with experimental proof of functions on clinicopathological and molecular features,Q60923554
CNS-Native Myeloid Cells Drive Immune Suppression in the Brain Metastatic Niche through Cxcl10,Q101045737
Quiescence Modulates Stem Cell Maintenance and Regenerative Capacity in the Aging Brain,Q92083743
LIVE: a manually curated encyclopedia of experimentally validated interactions of lncRNAs,Q64238770
Plurihormonal cells of normal anterior pituitary: Facts and conclusions.,Q33710096
Folliculo-stellate (FS) cells of the anterior pituitary mediate interactions between the endocrine and immune systems,Q81152534
Tumor-Derived Retinoic Acid Regulates Intratumoral Monocyte Differentiation to Promote Immune Suppression,Q90310938
GeneSigDB: a manually curated database and resource for analysis of gene expression signatures,Q35630836
A Genome-wide Framework for Mapping Gene Regulation via Cellular Genetic Screens,Q90908144
piRDisease v1.0: a manually curated database for piRNA associated diseases,Q91566036
Transcriptional Heterogeneity and Lineage Commitment in Myeloid Progenitors.,Q40252079
CellTalkDB: a manually curated database of ligand-receptor interactions in humans and mice,Q101222860
Unified single-cell analysis of testis gene regulation and pathology in five mouse strains,Q83231314
miRSponge: a manually curated database for experimentally supported miRNA sponges and ceRNAs,Q36109614
Single-cell analysis of human ovarian cortex identifies distinct cell populations but no oogonial stem cells,Q89983278
Single-Cell RNA-Seq Reveals AML Hierarchies Relevant to Disease Progression and Immunity,Q92083751
A manually curated database of tetrapod mitochondrially encoded tRNA sequences and secondary structures,Q30838656
A Molecular Calcium Integrator Reveals a Striatal Cell Type Driving Aversion,Q104288327
TRIP database 2.0: a manually curated information hub for accessing TRP channel interaction network,Q21133944
Atlas of Subcellular RNA Localization Revealed by APEX-Seq,Q92967184
"The porcine translational research database: a manually curated, genomics and proteomics-based research resource.",Q38613788
KGTK: A Toolkit for Large Knowledge Graph Manipulation and Analysis,Q101086226
Single-cell RNA-seq reveals hidden transcriptional variation in malaria parasites,Q53218289
marks a cellular lineage with distinct contributions to myofibroblasts in lung maturation and injury response,Q56529283
A Manually Curated Database on Clinical Studies Involving Cell Products Derived from Human Pluripotent Stem Cells,Q97557321
Single-Cell RNA-Seq Reveals Lineage and X Chromosome Dynamics in Human Preimplantation Embryos,Q36906085
ncRNAVar: a manually curated database for identification of noncoding RNA variants associated with human diseases,Q104070139
Q113652908,Q113652908
Q113652930,Q113652930
The Transcriptome and DNA Methylome Landscapes of Human Primordial Germ Cells,Q34670376
Improving Interpretation of Cardiac Phenotypes and Enhancing Discovery With Expanded Knowledge in the Gene Ontology,Q53589942
Anatomically and Functionally Distinct Lung Mesenchymal Populations Marked by Lgr5 and Lgr6.,Q42361618
Improving the interoperability of biomedical ontologies with compound alignments.,Q47566419
Pleiotropic Enhancers are Ubiquitous Regulatory Elements in the Human Genome,Q112639401
hECA: The cell-centric assembly of a cell atlas,Q112636749
Improving reusability along the data life cycle: a regulatory circuits case study,Q112679822
A single-cell transcriptomic landscape of innate and adaptive intratumoral immunity in triple negative breast cancer during chemo- and immunotherapies,Q112648283
Circulating endothelial cells and circulating endothelial progenitors.,Q38004897
GOing Forward With the Cardiac Conduction System Using Gene Ontology,Q112647436
Deep learning using bulk RNA-seq data expands cell landscape identification in tumor microenvironment,Q112639549
NETME: on-the-fly knowledge network construction from biomedical literature,Q112684497
Integrated Single-Cell Analysis Maps the Continuous Regulatory Landscape of Human Hematopoietic Differentiation.,Q52715871
Lineage Tracing in Humans Enabled by Mitochondrial Mutations and Single-Cell Genomics,Q92083738
"CPAD, Curated Protein Aggregation Database: A Repository of Manually Curated Experimental Data on Protein and Peptide Aggregation",Q31068168
Heavy-tailed prior distributions for sequence count data: removing the noise and preserving large differences,Q58613502
Single-cell mapping of lineage and identity in direct reprogramming,Q90288393
DISCO: a database of Deeply Integrated human Single-Cell Omics data,Q112637697
Notch signalling drives synovial fibroblast identity and arthritis pathology,Q94441043
DAMPD: a manually curated antimicrobial peptide database,Q35630683
scMRMA: single cell multiresolution marker-based annotation,Q112650824
The Human Disease Ontology 2022 update,Q112681089
The Human Proteoform Atlas: a FAIR community resource for experimentally derived proteoforms,Q112682823
Whole-organism clone tracing using single-cell sequencing.,Q52431092
Transcriptome profiling of lncRNA and co-expression network in the vaginal epithelial tissue of women with lubrication disorders,Q112287106
GeneMarkeR: A Database and User Interface for scRNA-seq Marker Genes,Q112638124
"Comparative cellular analysis of motor cortex in human, marmoset and mouse",Q112289377
Single-cell RNA-seq highlights intratumoral heterogeneity in primary glioblastoma,Q29615604
Isoform cell-type specificity in the mouse primary motor cortex,Q112715484
The glycoconjugate ontology (GlycoCoO) for standardizing the annotation of glycoconjugate data and its application,Q112679882
UniBind: maps of high-confidence direct TF-DNA interactions across nine species,Q112720278
The neutrotime transcriptional signature defines a single continuum of neutrophils across biological compartments,Q112295467
Q114094550,Q114094550
A deep convolutional neural network for segmentation of whole-slide pathology images identifies novel tumour cell-perivascular niche interactions that are associated with poor survival in glioblastoma,Q112291651
Q114143026,Q114143026
VaximmutorDB: A Web-Based Vaccine Immune Factor Database and Its Application for Understanding Vaccine-Induced Immune Mechanisms,Q112296514
"Scholia, Scientometrics and Wikidata",Q41799194
Creating Structured Linked Data to Generate Scholarly Profiles: A Pilot Project using Wikidata and Scholia,Q59652985
Infotheca (Q25460443) in Wikidata,Q109518095
Wembedder: Wikidata entity embedding web service,Q41799598
Scholia for Software,Q113992928
"Wikidata, WikiCite y Scholia como herramientas para un corpus de datos bibliográficos enlazados. Curación y estructuración de la producción científica de los investigadores del IATEXT",Q79377127
Using Wikipedia to measure public interest in biodiversity and conservation,Q112033246
People are essential to linking biodiversity data,Q104815631
Ontology-guided segmentation and object identification for developmental mouse lung immunofluorescent images,Q112680588
Single-cell genomics identifies cell type-specific molecular changes in autism,Q92090793
Oligodendrocyte heterogeneity in the mouse juvenile and adult central nervous system,Q37573627
Wikidata for JLIS.it. A new step forward mapping Italian library and information science journals,Q105755620
Leveraging Wikidata to Build Scholarly Profiles as Service,Q113399929
Take it Personally - A Python library for data enrichment for infometrical applications,Q67206541
Structuring Bibliographic References: Taking the Journal Anais do Museu Paulista to Wikidata,Q108545889
ScholarLensViz: A Visualization Framework for Transparency in Semantic User Profiles,Q102012849
"Evolution of pallium, hippocampus, and cortical cell types revealed by single-cell transcriptomics in reptiles",Q88561926
MortalityPredictors.org: a manually-curated database of published biomarkers of human all-cause mortality.,Q38599879
Single-cell mapping of gene expression landscapes and lineage in the zebrafish embryo,Q60468470
Spatiotemporal immune zonation of the human kidney,Q90658651
Defensins knowledgebase: a manually curated database and information source focused on the defensins family of antimicrobial peptides,Q35179227
"RNAcentral 2021: secondary structure integration, improved sequence search and new member databases",Q101237836
Cell Taxonomy: a curated repository of cell types with multifaceted characterization,Q114412350
ENdb: a manually curated database of experimentally supported enhancers for human and mouse,Q91006716
"BioM2MetDisease: a manually curated database for associations between microRNAs, metabolites, small molecules and metabolic diseases",Q33787528
Manually curated database of rice proteins,Q37661787
Temporal patterning of apical progenitors and their daughter neurons in the developing neocortex,Q91898650
A stromal cell population that inhibits adipogenesis in mammalian fat depots,Q55407585
A comprehensive manually curated protein-protein interaction database for the Death Domain superfamily,Q24621726
The disambiguation of people names in biological collections,Q114570605
LncTarD: a manually-curated database of experimentally-supported functional lncRNA-target regulations in human diseases,Q91240025
T cell-specific P2RX7 favors lung parenchymal CD4<sup>+</sup> T cell accumulation in response to severe lung infections,Q114458184
Locally renewing resident synovial macrophages provide a protective barrier for the joint,Q92483956
LGICdb: a manually curated sequence database after the genomes,Q25255847
Single-cell profiling of the developing mouse brain and spinal cord with split-pool barcoding.,Q52353816
"GeneCards: integrating information about genes, proteins and diseases.",Q34421185
GeneCards: a novel functional genomics compendium with automated data mining and query reformulation support,Q31991500
Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Q99569186
Library of Apicomplexan Metabolic Pathways: a manually curated database for metabolic pathways of apicomplexan parasites,Q24698621
Shared and distinct transcriptomic cell types across neocortical areas,Q58084076
ncEP: A Manually Curated Database for Experimentally Validated ncRNA-encoded Proteins or Peptides,Q89917135
Identifying disease-critical cell types and cellular processes by integrating single-cell RNA-sequencing and human genetics,Q114724825
Genomic encoding of transcriptional burst kinetics,Q64008489
"NRLiSt BDB, the manually curated nuclear receptors ligands and structures benchmarking database.",Q38199162
Review on natural products databases: where to find data in 2020,Q104840477
COCONUT online: Collection of Open Natural Products database,Q104840023
Meta-analytic markers reveal a generalizable description of cortical cell types,Q107297374
New challenges for text mining: mapping between text and manually curated pathways,Q33329683
How many markers are needed to robustly determine a cell's type?,Q114760862
HybridMolDB: a manually curated database dedicated to hybrid molecules for chemical biology and drug discovery: Supplemental Figure1-4 Table 1,Q61229915
McPAS-TCR: A manually-curated catalogue of pathology-associated T cell receptor sequences.,Q38798110
Barcoded viral tracing of single-cell interactions in central nervous system inflammation,Q107297393
Cell type specific gene expression profiling reveals a role for complement component C3 in neutrophil responses to tissue damage,Q99710887
Neuronal cell types in the fly: single-cell anatomy meets single-cell genomics,Q91291960
Unique homeobox codes delineate all the neuron classes of C. elegans,Q98568685
Cross-Laboratory Analysis of Brain Cell Type Transcriptomes with Applications to Interpretation of Bulk Tissue Data.,Q47093532
HRRD: a manually-curated database about the regulatory relationship between HPV and host RNA,Q101574294
NeuroElectro: a window to the world's neuron electrophysiology data,Q30816981
CRISPRlnc: a manually curated database of validated sgRNAs for lncRNAs,Q57030306
"Human cell type diversity, evolution, development, and classification with special reference to cells derived from the neural crest",Q36514300
Community Data Mobilization in Wikidata: A paleontology perspective,Q114109196
The evolution of nervous system centralization,Q37055970
dbDSM: a manually curated database for deleterious synonymous mutations.,Q39788081
Cellular anatomy of the mouse primary motor cortex,Q108840141
3CDB: a manually curated database of chromosome conformation capture data,Q31077735
"<i>Diatoms.org</i>: supporting taxonomists, connecting communities",Q112808209
A transcriptomic and epigenomic cell atlas of the mouse primary motor cortex,Q108840142
Spatially resolved cell atlas of the mouse primary motor cortex by MERFISH,Q108840153
Lnc2Cancer: a manually curated database of experimentally supported lncRNAs associated with various human cancers,Q36434613
Q115138444,Q115138444
Genetic dissection of the glutamatergic neuron system in cerebral cortex,Q108840158
Morphological diversity of single neurons in molecularly defined cell types,Q108840163
How to make a hippocampal dentate gyrus granule neuron,Q26852799
A manually curated network of the PML nuclear body interactome reveals an important role for PML-NBs in SUMOylation dynamics,Q33596988
"Literature-based, manually-curated database of PCR primers for the detection of antibiotic resistance genes in various environments",Q92754078
BioLiP: a semi-manually curated database for biologically relevant ligand-protein interactions,Q36491539
A web server for comparative analysis of single-cell RNA-seq data,Q59133412
A novel type of glial cell in the retina is stimulated by insulin-like growth factor 1 and may exacerbate damage to neurons and Müller glia,Q33695552
The benefits of contributing to the citizen science platform iNaturalist as an identifier,Q115258314
iNaturalist as a tool in the study of tropical molluscs,Q112465206
Monitoring Trends in Distribution and Seasonality of Medically Important Ticks in North America Using Online Crowdsourced Records from iNaturalist,Q112270762
UCSC Cell Browser: visualize your single-cell data,Q110086591
Mapping oysters on the Pacific coast of North America: A coast-wide collaboration to inform enhanced conservation,Q111319868
InsectBase 2.0: a comprehensive gene resource for insects,Q112637761
Relieving the Incompatibility of Network Representation and Classification for Long-Tailed Data Distribution,Q112679913
Collections Education: The Extended Specimen and Data Acumen,Q111321032
"""What's This Bug?"" Questions from the Public Provide Relevant Information on Species Distribution and Human-Insect Interactions",Q111323907
High-plex Multiomic Analysis in FFPE at Subcellular Level by Spatial Molecular Imaging,Q115431319
Large-bodied birds are over-represented in unstructured citizen science data,Q111324817
A molecular census of arcuate hypothalamus and median eminence cell types,Q38976437
Citizen science and online data: Opportunities and challenges for snake ecology and action against snakebite,Q107711867
Potential for online crowdsourced biological recording data to complement surveillance for arthropod vectors,Q111321836
Accurate Multilevel Classification for Wildlife Images,Q112682770
Human Cell Atlas Ontology,Q112117012
Automated location invariant animal detection in camera trap images using publicly available data sources,Q111321346
"COVID-19 pandemic drives changes in participation in citizen science project ""City Nature Challenge"" in Tokyo",Q112272423
Unbiased classification of sensory neuron types by large-scale single-cell RNA sequencing.,Q42775852
Teaching an experiential field course via online participatory science projects: A COVID-19 case study of a UC California Naturalist course,Q111323454
iNaturalist insights illuminate COVID-19 effects on large mammals in urban centers,Q112273900
Using Convolutional Neural Networks to Efficiently Extract Immense Phenological Data From Community Science Images,Q112686746
Dorsal Root Ganglion Neuron Types and Their Functional Specialization,Q112304779
"""Flora of Russia"" on iNaturalist: a dataset",Q103004026
Immature neutrophil signature associated with the sexual dimorphism of systemic juvenile idiopathic arthritis,Q98467818
Autoimmune encephalitis: a review of diagnosis and treatment.,Q49825376
The encoding of touch by somatotopically aligned dorsal column subdivisions,Q115683384
MPSBase: Comprehensive repository of differentially expressed genes for mucopolysaccharidoses,Q110135940
Q115688145,Q115688145
Comorbid Conditions Differentiate Rehabilitation Profiles in Traumatic Versus Nontraumatic Brain Injury: A Retrospective Analysis Using a Medical Database,Q96025630
An end to end secure CBIR over encrypted medical database.,Q40304279
QIS: A framework for biomedical database federation,Q37594697
CSB.DB: a comprehensive systems-biology database,Q30482691
Home medical database telecommunications for the neurosurgeon,Q36602590
IDPredictor: predict database links in biomedical database.,Q47449580
A prospective clinical and biological database for pancreatic adenocarcinoma: the BACAP cohort,Q57455891
The Molecular Biology Database Collection: an updated compilation of biological database resources,Q34325477
The Molecular Biology Database Collection: 2005 update,Q24798153
"DATABASE, The Journal of Biological Databases and Curation, is now the official journal of the International Society for Biocuration.",Q42837078
Development of the clinical assessment scale in autoimmune encephalitis,Q91191724
Computational Metabolomics: From Spectra to Knowledge (Dagstuhl Seminar 22181),Q115647969
Assessment of volunteered geographic information for vegetation mapping,Q98184597
Collagen-producing lung cell atlas identifies multiple subsets with distinct localization and relevance to fibrosis,Q92130381
Recommendations for use of annotations and persistent identifiers in taxonomy and biodiversity publishing,Q115249601
Towards a Roadmap for Advancing the Catalogue of the World’s Natural History Collections,Q115902185
Identification of dynamic undifferentiated cell states within the male germline,Q61135997
Letter to the Editor: FHIR RDF - Why the world needs structured electronic health records,Q115359613
Deconvolution of single-cell multi-omics layers reveals regulatory heterogeneity,Q61443302
Knowledge Graph Embeddings for News Article Tag Recommendation,Q113288185
Single-cell analysis reveals fibroblast heterogeneity and myeloid-derived adipocyte progenitors in murine skin wounds,Q61797532
Recommendations for interoperability among infrastructures,Q114668412
Reduced growth and proliferation dynamics of nasal epithelial stem/progenitor cells in nasal polyps in vitro,Q37693108
Single-cell transcriptome analyses reveal signals to activate dormant neural stem cells,Q36852027
What the Hack? – Towards a Taxonomy of Hackathons,Q116161066
Single-cell spatial reconstruction reveals global division of labour in the mammalian liver.,Q42320342
Connecting research-related FAIR Digital Objects with communities of stakeholders,Q114728200
Dissecting Immune Circuits by Linking CRISPR-Pooled Screens with Single-Cell RNA-Seq.,Q42775215
FAIRifying the dependencies of FAIR Digital Objects within and beyond the research ecosystem,Q114728201
"The ecology of FAIR Digital Objects, with special attention to roundtripping and benchmarking across the research ecosystem",Q114728202
Using logical constraints to validate statistical information about disease outbreaks in collaborative knowledge graphs: the case of COVID-19 epidemiology in Wikidata,Q114356267
Single-Cell Analysis of Human Pancreas Reveals Transcriptional Signatures of Aging and Somatic Mutation Patterns.,Q42777917
Mining the literature for ethics statements: a step towards standardizing research ethics,Q113950453
Self-Reporting Transposons Enable Simultaneous Readout of Gene Expression and Transcription Factor Binding in Single Cells,Q97870279
Computational reproducibility of Jupyter notebooks from biomedical publications,Q113950224
Visualizing Biodiversity Information using Wikidata and Scholia,Q113952983
A single-cell and spatially resolved atlas of human breast cancers,Q112643768
Unpacking IPCC and IPBES Reports,Q113992931
LUCE: A blockchain-based data sharing platform for monitoring data license accoUntability and CompliancE,Q114673575
Using Crowd-sourcing Platforms to Increase and Spread Knowledge on the Biodiversity in Sub-Saharan Africa,Q113585418
Wikidata-lite for Knowledge Extraction and Exploration,Q115216557
Human fetal microglia acquire homeostatic immune-sensing properties early in development,Q98175996
